"","RPT_DT","OFNS_DESC","LAW_CAT_CD","BORO_NM","ADDR_PCT_CD","Latitude","Longitude","Lat_Lon","id","address","street_number","route","neighborhood","political","administrative_area_level_2","administrative_area_level_1","country","postal_code","postal_code_suffix","locality"
"36801","05/25/2015","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","BRONX",40,40.813241616,-73.909076182,"(40.813241616, -73.909076182)",6402,"717 E 149th St, Bronx, NY 10455, USA","717","East 149th Street","West Bronx","Bronx","Bronx County","New York","United States","10455",NA,NA
"53705","07/21/2015","GRAND LARCENY","FELONY","BRONX",52,40.881800739,-73.880916186,"(40.881800739, -73.880916186)",6403,"3480 Dekalb Ave, Bronx, NY 10467, USA","3480","Dekalb Avenue","West Bronx","Bronx","Bronx County","New York","United States","10467",NA,NA
"75790","11/17/2015","HARRASSMENT 2","VIOLATION","BRONX",48,40.851051634,-73.886114877,"(40.851051634, -73.886114877)",6404,"675-699 Garden St, Bronx, NY 10457, USA","675-699","Garden Street","West Bronx","Bronx","Bronx County","New York","United States","10457",NA,NA
"23936","04/21/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",40,40.81010026,-73.922175496,"(40.81010026, -73.922175496)",6405,"290 Willis Ave, Bronx, NY 10454, USA","290","Willis Avenue","West Bronx","Bronx","Bronx County","New York","United States","10454",NA,NA
"72127","09/17/2015","PETIT LARCENY","MISDEMEANOR","BRONX",46,40.858373133,-73.899402084,"(40.858373133, -73.899402084)",6406,"2331 Grand Concourse, Bronx, NY 10468, USA","2331","Grand Concourse","West Bronx","Bronx","Bronx County","New York","United States","10468",NA,NA
"21171","03/31/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",47,40.885696663,-73.831254234,"(40.885696663, -73.831254234)",6407,"3658 Dyre Ave, Bronx, NY 10466, USA","3658","Dyre Avenue","East Bronx","Bronx","Bronx County","New York","United States","10466",NA,NA
"49151","07/06/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",48,40.847548272,-73.89063533,"(40.847548272, -73.89063533)",6408,"2016-2018 Belmont Ave, Bronx, NY 10457, USA","2016-2018","Belmont Avenue","West Bronx","Bronx","Bronx County","New York","United States","10457","4933",NA
"33163","05/13/2015","DANGEROUS WEAPONS","MISDEMEANOR","BRONX",50,40.882862131,-73.90357449,"(40.882862131, -73.90357449)",6409,"3410-3424 Kingsbridge Ave, Bronx, NY 10463, USA","3410-3424","Kingsbridge Avenue","West Bronx","Bronx","Bronx County","New York","United States","10463",NA,NA
"46165","06/27/2015","HARRASSMENT 2","VIOLATION","BRONX",48,40.842666567,-73.8889483,"(40.842666567, -73.8889483)",6410,"785-789 Fairmount Pl, Bronx, NY 10460, USA","785-789","Fairmount Place","West Bronx","Bronx","Bronx County","New York","United States","10460",NA,NA
"83889","10/27/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",52,40.87536023,-73.879510262,"(40.87536023, -73.879510262)",6411,"3166 Bainbridge Ave, Bronx, NY 10467, USA","3166","Bainbridge Avenue","West Bronx","Bronx","Bronx County","New York","United States","10467",NA,NA
"6650","01/30/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",40,40.815166681,-73.917736795,"(40.815166681, -73.917736795)",6412,"520 Bergen Ave, Bronx, NY 10455, USA","520","Bergen Avenue","West Bronx","Bronx","Bronx County","New York","United States","10455",NA,NA
"15697","03/10/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",44,40.830630013,-73.929552003,"(40.830630013, -73.929552003)",6413,"930-936 Woodycrest Ave, Bronx, NY 10452, USA","930-936","Woodycrest Avenue","Highbridge","Bronx","Bronx County","New York","United States","10452","5503",NA
"73572","09/22/2015","DANGEROUS DRUGS","FELONY","BRONX",41,40.817813058,-73.900879629,"(40.817813058, -73.900879629)",6414,"771 Rev. Ricardo Tañon Ave, Bronx, NY 10455, USA","771","Rev. Ricardo Tañon Avenue","West Bronx","Bronx","Bronx County","New York","United States","10455",NA,NA
"51330","07/13/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",40,40.807829365,-73.916803054,"(40.807829365, -73.916803054)",6415,"282-284 St Ann's Ave, Bronx, NY 10454, USA","282-284","Saint Ann's Avenue","West Bronx","Bronx","Bronx County","New York","United States","10454",NA,NA
"61159","08/13/2015","THEFT-FRAUD","FELONY","BRONX",45,40.839610467,-73.845032153,"(40.839610467, -73.845032153)",6416,"2501-2549 Tratman Ave, Bronx, NY 10461, USA","2501-2549","Tratman Avenue","East Bronx","Bronx","Bronx County","New York","United States","10461",NA,NA
"40124","06/05/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",46,40.856330633,-73.895811931,"(40.856330633, -73.895811931)",6417,"365 E 183rd St, Bronx, NY 10458, USA","365","East 183rd Street","West Bronx","Bronx","Bronx County","New York","United States","10458",NA,NA
"98635","12/23/2015","ARSON","FELONY","BRONX",40,40.807505007,-73.924060528,"(40.807505007, -73.924060528)",6418,"164-180 Willis Ave, Bronx, NY 10454, USA","164-180","Willis Avenue","West Bronx","Bronx","Bronx County","New York","United States","10454",NA,NA
"69923","09/11/2015","PETIT LARCENY","MISDEMEANOR","BRONX",42,40.832631412,-73.888444685,"(40.832631412, -73.888444685)",6419,"1477 Vyse Ave, Bronx, NY 10460, USA","1477","Vyse Avenue","West Bronx","Bronx","Bronx County","New York","United States","10460",NA,NA
"92417","11/27/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",52,40.870600658,-73.890246693,"(40.870600658, -73.890246693)",6420,"2866 Grand Concourse, Bronx, NY 10458, USA","2866","Grand Concourse","West Bronx","Bronx","Bronx County","New York","United States","10458","2700",NA
"70431","09/22/2015","GRAND LARCENY","FELONY","BRONX",45,40.81616354,-73.802701908,"(40.81616354, -73.802701908)",6421,"3193 Hatting Pl, Bronx, NY 10465, USA","3193","Hatting Place","East Bronx","Bronx","Bronx County","New York","United States","10465","4066",NA
"56028","07/28/2015","HARRASSMENT 2","VIOLATION","BRONX",40,40.812783376,-73.909239373,"(40.812783376, -73.909239373)",6422,"528-546 Jackson Ave, Bronx, NY 10455, USA","528-546","Jackson Avenue","West Bronx","Bronx","Bronx County","New York","United States","10455",NA,NA
"97671","12/17/2015","HARRASSMENT 2","VIOLATION","BRONX",43,40.81973193,-73.848192804,"(40.81973193, -73.848192804)",6423,"616 Castle Hill Ave, Bronx, NY 10473, USA","616","Castle Hill Avenue","East Bronx","Bronx","Bronx County","New York","United States","10473",NA,NA
"63453","08/28/2015","PETIT LARCENY","MISDEMEANOR","BRONX",41,40.812752359,-73.895312977,"(40.812752359, -73.895312977)",6424,"1111 Grinnell Pl, Bronx, NY 10474, USA","1111","Grinnell Place","West Bronx","Bronx","Bronx County","New York","United States","10474","6209",NA
"29053","04/30/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",44,40.838937472,-73.912380387,"(40.838937472, -73.912380387)",6425,"1413 Sheridan Ave, Bronx, NY 10456, USA","1413","Sheridan Avenue","West Bronx","Bronx","Bronx County","New York","United States","10456",NA,NA
"14428","03/05/2015","HARRASSMENT 2","VIOLATION","BRONX",52,40.870140948,-73.888840951,"(40.870140948, -73.888840951)",6426,"2882-2884 Valentine Ave, Bronx, NY 10458, USA","2882-2884","Valentine Avenue","West Bronx","Bronx","Bronx County","New York","United States","10458",NA,NA
"37624","05/29/2015","PETIT LARCENY","MISDEMEANOR","BRONX",43,40.826521112,-73.857976625,"(40.826521112, -73.857976625)",6427,"1929 Bruckner Blvd, Bronx, NY 10472, USA","1929","Bruckner Boulevard","East Bronx","Bronx","Bronx County","New York","United States","10472","6548",NA
"23959","04/13/2015","PETIT LARCENY","MISDEMEANOR","BRONX",52,40.863120505,-73.895237307,"(40.863120505, -73.895237307)",6428,"2538 Valentine Ave, Bronx, NY 10458, USA","2538","Valentine Avenue","West Bronx","Bronx","Bronx County","New York","United States","10458",NA,NA
"28177","04/28/2015","PETIT LARCENY","MISDEMEANOR","BRONX",42,40.832224679,-73.906379774,"(40.832224679, -73.906379774)",6429,"1248 Washington Ave, Bronx, NY 10456, USA","1248","Washington Avenue","West Bronx","Bronx","Bronx County","New York","United States","10456",NA,NA
"90625","11/21/2015","PETIT LARCENY","MISDEMEANOR","BRONX",43,40.83755445,-73.86682523,"(40.83755445, -73.86682523)",6430,"1803-1807 Archer St, Bronx, NY 10460, USA","1803-1807","Archer Street","East Bronx","Bronx","Bronx County","New York","United States","10460","6201",NA
"34926","05/18/2015","HARRASSMENT 2","VIOLATION","BRONX",52,40.866815014,-73.901638156,"(40.866815014, -73.901638156)",6431,"67 W 192nd St, Bronx, NY 10468, USA","67","West 192nd Street","West Bronx","Bronx","Bronx County","New York","United States","10468",NA,NA
"57208","08/01/2015","DANGEROUS WEAPONS","MISDEMEANOR","BRONX",40,40.819031741,-73.918429307,"(40.819031741, -73.918429307)",6432,"640-654 Courtlandt Ave, Bronx, NY 10451, USA","640-654","Courtlandt Avenue","West Bronx","Bronx","Bronx County","New York","United States","10451","5002",NA
"15433","03/09/2015","DANGEROUS WEAPONS","FELONY","BRONX",42,40.836652522,-73.907146909,"(40.836652522, -73.907146909)",6433,"1400 Webster Ave, Bronx, NY 10456, USA","1400","Webster Avenue","West Bronx","Bronx","Bronx County","New York","United States","10456","1807",NA
"33002","05/12/2015","ROBBERY","FELONY","BRONX",48,40.843012518,-73.886251522,"(40.843012518, -73.886251522)",6434,"861-869 E Tremont Ave, Bronx, NY 10460, USA","861-869","East Tremont Avenue","West Bronx","Bronx","Bronx County","New York","United States","10460",NA,NA
"38154","07/14/2015","GRAND LARCENY","FELONY","BRONX",46,40.854742994,-73.914373035,"(40.854742994, -73.914373035)",6435,"1924-1928 Loring Pl S, Bronx, NY 10453, USA","1924-1928","Loring Place South","West Bronx","Bronx","Bronx County","New York","United States","10453",NA,NA
"36668","06/14/2015","GRAND LARCENY","FELONY","BRONX",43,40.833017788,-73.87448083,"(40.833017788, -73.87448083)",6436,"1333 Harrod Ave, Bronx, NY 10472, USA","1333","Harrod Avenue","East Bronx","Bronx","Bronx County","New York","United States","10472","1605",NA
"69506","09/13/2015","FELONY ASSAULT","FELONY","BRONX",42,40.829874092,-73.905020794,"(40.829874092, -73.905020794)",6437,"1185-1193 Fulton Ave, Bronx, NY 10456, USA","1185-1193","Fulton Avenue","West Bronx","Bronx","Bronx County","New York","United States","10456",NA,NA
"67473","09/02/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",46,40.84731895,-73.914892227,"(40.84731895, -73.914892227)",6438,"1656 Grand Ave, Bronx, NY 10453, USA","1656","Grand Avenue","West Bronx","Bronx","Bronx County","New York","United States","10453",NA,NA
"6984","02/18/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",42,40.834528146,-73.903836069,"(40.834528146, -73.903836069)",6439,"3663 Third Ave, Bronx, NY 10456, USA","3663","Third Avenue","West Bronx","Bronx","Bronx County","New York","United States","10456",NA,NA
"15149","03/09/2015","MISCELLANEOUS PENAL LAW","FELONY","BRONX",46,40.856744685,-73.904884819,"(40.856744685, -73.904884819)",6440,"2193 Jerome Ave, Bronx, NY 10453, USA","2193","Jerome Avenue","West Bronx","Bronx","Bronx County","New York","United States","10453",NA,NA
"20735","03/29/2015","FELONY ASSAULT","FELONY","BRONX",40,40.8209689,-73.917567037,"(40.8209689, -73.917567037)",6441,"719-739 Courtlandt Ave, Bronx, NY 10451, USA","719-739","Courtlandt Avenue","West Bronx","Bronx","Bronx County","New York","United States","10451",NA,NA
"26574","04/20/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",46,40.85016787,-73.914776529,"(40.85016787, -73.914776529)",6442,"130-152 W Tremont Ave, Bronx, NY 10453, USA","130-152","West Tremont Avenue","Morris Heights","Bronx","Bronx County","New York","United States","10453","5436",NA
"6240","01/28/2015","DANGEROUS DRUGS","FELONY","BRONX",42,40.831203998,-73.900252601,"(40.831203998, -73.900252601)",6443,"1291 Boston Rd, Bronx, NY 10456, USA","1291","Boston Road","West Bronx","Bronx","Bronx County","New York","United States","10456",NA,NA
"42767","06/14/2015","HARRASSMENT 2","VIOLATION","BRONX",47,40.88428063,-73.84718108,"(40.88428063, -73.84718108)",6444,"1141 226th Dr S, Bronx, NY 10466, USA","1141","226th Drive South","East Bronx","Bronx","Bronx County","New York","United States","10466",NA,NA
"15348","03/16/2015","HARRASSMENT 2","VIOLATION","BRONX",46,40.854742994,-73.914373035,"(40.854742994, -73.914373035)",6445,"1924-1928 Loring Pl S, Bronx, NY 10453, USA","1924-1928","Loring Place South","West Bronx","Bronx","Bronx County","New York","United States","10453",NA,NA
"23510","04/09/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",50,40.88924741,-73.915529344,"(40.88924741, -73.915529344)",6446,"3750-3850 Hudson Manor Terrace, Bronx, NY 10463, USA","3750-3850","Hudson Manor Terrace","West Bronx","Bronx","Bronx County","New York","United States","10463",NA,NA
"49848","07/08/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",42,40.833154599,-73.909139311,"(40.833154599, -73.909139311)",6447,"1238-1298 Webster Ave, Bronx, NY 10456, USA","1238-1298","Webster Avenue","West Bronx","Bronx","Bronx County","New York","United States","10456",NA,NA
"60933","08/15/2015","FELONY ASSAULT","FELONY","BRONX",42,40.821238653,-73.904346644,"(40.821238653, -73.904346644)",6448,"770 E 161st St, Bronx, NY 10456, USA","770","East 161st Street","Woodstock","Bronx","Bronx County","New York","United States","10456",NA,NA
"56775","08/01/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",42,40.829692469,-73.898039801,"(40.829692469, -73.898039801)",6449,"819 E 169th St, Bronx, NY 10459, USA","819","East 169th Street","West Bronx","Bronx","Bronx County","New York","United States","10459","1764",NA
"31879","05/18/2015","GRAND LARCENY","FELONY","BRONX",44,40.832844936,-73.913342415,"(40.832844936, -73.913342415)",6450,"1210 College Ave, Bronx, NY 10456, USA","1210","College Avenue","Fleetwood - Concourse Village","Bronx","Bronx County","New York","United States","10456",NA,NA
"91162","11/24/2015","FORGERY","FELONY","BRONX",43,40.83696823,-73.860823746,"(40.83696823, -73.860823746)",6451,"1453-1473 Metropolitan Ave, Bronx, NY 10462, USA","1453-1473","Metropolitan Avenue","East Bronx","Bronx","Bronx County","New York","United States","10462","7400",NA
"70853","09/13/2015","DANGEROUS WEAPONS","FELONY","BRONX",42,40.829874092,-73.905020794,"(40.829874092, -73.905020794)",6452,"1185-1193 Fulton Ave, Bronx, NY 10456, USA","1185-1193","Fulton Avenue","West Bronx","Bronx","Bronx County","New York","United States","10456",NA,NA
"33751","05/16/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",40,40.804848371,-73.912790085,"(40.804848371, -73.912790085)",6453,"243 Jackson Ave, Bronx, NY 10454, USA","243","Jackson Avenue","West Bronx","Bronx","Bronx County","New York","United States","10454",NA,NA
"73041","09/20/2015","HARRASSMENT 2","VIOLATION","BRONX",48,40.850649968,-73.882443107,"(40.850649968, -73.882443107)",6454,"2299 Southern Blvd, Bronx, NY 10460, USA","2299","Southern Boulevard","West Bronx","Bronx","Bronx County","New York","United States","10460",NA,NA
"5644","01/25/2015","PETIT LARCENY","MISDEMEANOR","BRONX",41,40.819885621,-73.901226998,"(40.819885621, -73.901226998)",6455,"841-855 Westchester Ave, Bronx, NY 10455, USA","841-855","Westchester Avenue","West Bronx","Bronx","Bronx County","New York","United States","10455",NA,NA
"68243","09/04/2015","OTHER OFFENSES RELATED TO THEF","MISDEMEANOR","BRONX",45,40.878075016,-73.825957883,"(40.878075016, -73.825957883)",6456,"99 Carver Loop, Bronx, NY 10475, USA","99","Carver Loop","East Bronx","Bronx","Bronx County","New York","United States","10475",NA,NA
"77464","10/27/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",48,40.844139945,-73.900388618,"(40.844139945, -73.900388618)",6457,"446-460 Cross Bronx Expy, Bronx, NY 10457, USA","446-460","Cross Bronx Expressway","West Bronx","Bronx","Bronx County","New York","United States","10457",NA,NA
"99188","12/24/2015","ROBBERY","FELONY","BRONX",43,40.818297945,-73.869609545,"(40.818297945, -73.869609545)",6458,"1665-1667 Seward Ave, Bronx, NY 10473, USA","1665-1667","Seward Avenue","East Bronx","Bronx","Bronx County","New York","United States","10473","4249",NA
"35686","05/21/2015","HARRASSMENT 2","VIOLATION","BRONX",43,40.833142304,-73.865627095,"(40.833142304, -73.865627095)",6459,"1331-1333 Taylor Ave, Bronx, NY 10472, USA","1331-1333","Taylor Avenue","East Bronx","Bronx","Bronx County","New York","United States","10472",NA,NA
"4561","01/23/2015","GRAND LARCENY","FELONY","BRONX",49,40.84473924,-73.856932954,"(40.84473924, -73.856932954)",6460,"1638 Fowler Ave, Bronx, NY 10462, USA","1638","Fowler Avenue","East Bronx","Bronx","Bronx County","New York","United States","10462","4006",NA
"67700","09/03/2015","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","BRONX",52,40.864122487,-73.889530698,"(40.864122487, -73.889530698)",6461,"2653-2657 Decatur Ave, Bronx, NY 10458, USA","2653-2657","Decatur Avenue","Fordham Manor","Bronx","Bronx County","New York","United States","10458",NA,NA
"92107","11/26/2015","PETIT LARCENY","MISDEMEANOR","BRONX",49,40.842712709,-73.867646169,"(40.842712709, -73.867646169)",6462,"609-611 Van Nest Ave, Bronx, NY 10460, USA","609-611","Van Nest Avenue","East Bronx","Bronx","Bronx County","New York","United States","10460","2708",NA
"84262","10/30/2015","PETIT LARCENY","MISDEMEANOR","BRONX",45,40.838114582,-73.833214421,"(40.838114582, -73.833214421)",6463,"2833 La Salle Ave, Bronx, NY 10461, USA","2833","La Salle Avenue","East Bronx","Bronx","Bronx County","New York","United States","10461","5948",NA
"26910","04/21/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",43,40.834075293,-73.875208807,"(40.834075293, -73.875208807)",6464,"1635-1639 E 174th St, Bronx, NY 10472, USA","1635-1639","East 174th Street","East Bronx","Bronx","Bronx County","New York","United States","10472",NA,NA
"37044","05/26/2015","HARRASSMENT 2","VIOLATION","BRONX",43,40.82751736,-73.877013336,"(40.82751736, -73.877013336)",6465,"1139 Ward Ave, Bronx, NY 10472, USA","1139","Ward Avenue","East Bronx","Bronx","Bronx County","New York","United States","10472","3801",NA
"96162","12/18/2015","GRAND LARCENY","FELONY","BRONX",45,40.830638383,-73.820683333,"(40.830638383, -73.820683333)",6466,"840-900 Throgs Neck Expy, Bronx, NY 10465, USA","840-900","Throgs Neck Expressway","East Bronx","Bronx","Bronx County","New York","United States","10465",NA,NA
"52509","07/17/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",44,40.826828682,-73.9253465,"(40.826828682, -73.9253465)",6467,"846A Gerard Ave, Bronx, NY 10451, USA","846A","Gerard Avenue","West Bronx","Bronx","Bronx County","New York","United States","10451",NA,NA
"100616","12/30/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",48,40.858590132,-73.893473066,"(40.858590132, -73.893473066)",6468,"400-410 E 187th St, Bronx, NY 10458, USA","400-410","East 187th Street","West Bronx","Bronx","Bronx County","New York","United States","10458",NA,NA
"39908","06/06/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",46,40.857795307,-73.897765359,"(40.857795307, -73.897765359)",6469,"2335 Valentine Ave, Bronx, NY 10458, USA","2335","Valentine Avenue","West Bronx","Bronx","Bronx County","New York","United States","10458",NA,NA
"70602","09/12/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",46,40.855928019,-73.917191138,"(40.855928019, -73.917191138)",6470,"259 W 179th St, Bronx, NY 10453, USA","259","West 179th Street","West Bronx","Bronx","Bronx County","New York","United States","10453",NA,NA
"68719","09/06/2015","PETIT LARCENY","MISDEMEANOR","BRONX",44,40.837778868,-73.919450746,"(40.837778868, -73.919450746)",6471,"2 E 169th St, Bronx, NY 10452, USA","2","East 169th Street","West Bronx","Bronx","Bronx County","New York","United States","10452","7800",NA
"79421","10/12/2015","FELONY ASSAULT","FELONY","BRONX",42,40.836652522,-73.907146909,"(40.836652522, -73.907146909)",6472,"1400 Webster Ave, Bronx, NY 10456, USA","1400","Webster Avenue","West Bronx","Bronx","Bronx County","New York","United States","10456","1807",NA
"14907","03/08/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",48,40.844347445,-73.879136334,"(40.844347445, -73.879136334)",6473,"975 E 181st St, Bronx, NY 10460, USA","975","East 181st Street","West Bronx","Bronx","Bronx County","New York","United States","10460",NA,NA
"67917","10/28/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",49,40.866861678,-73.861524055,"(40.866861678, -73.861524055)",6474,"2732-2798 Bronxwood Ave, Bronx, NY 10469, USA","2732-2798","Bronxwood Avenue","East Bronx","Bronx","Bronx County","New York","United States","10469",NA,NA
"21548","04/01/2015","BURGLARY","FELONY","BRONX",52,40.873377987,-73.887085464,"(40.873377987, -73.887085464)",6475,"3025 Grand Concourse, Bronx, NY 10468, USA","3025","Grand Concourse","West Bronx","Bronx","Bronx County","New York","United States","10468","1447",NA
"17316","03/17/2015","HARRASSMENT 2","VIOLATION","BRONX",43,40.8349537,-73.858641629,"(40.8349537, -73.858641629)",6476,"1949-1969 McGraw Ave, Bronx, NY 10462, USA","1949-1969","McGraw Avenue","East Bronx","Bronx","Bronx County","New York","United States","10462",NA,NA
"11810","02/23/2015","HARRASSMENT 2","VIOLATION","BRONX",40,40.820930321,-73.91001951,"(40.820930321, -73.91001951)",6477,"800-812 St Ann's Ave, Bronx, NY 10456, USA","800-812","Saint Ann's Avenue","West Bronx","Bronx","Bronx County","New York","United States","10456",NA,NA
"50765","07/11/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",52,40.873596612,-73.878059876,"(40.873596612, -73.878059876)",6478,"3136-3142 Perry Ave, Bronx, NY 10467, USA","3136-3142","Perry Avenue","West Bronx","Bronx","Bronx County","New York","United States","10467",NA,NA
"3265","01/15/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",52,40.866050204,-73.896461948,"(40.866050204, -73.896461948)",6479,"65 E 193rd St, Bronx, NY 10468, USA","65","East 193rd Street","West Bronx","Bronx","Bronx County","New York","United States","10468",NA,NA
"8818","02/10/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",41,40.824130238,-73.890489544,"(40.824130238, -73.890489544)",6480,"1034 Hoe Ave, Bronx, NY 10459, USA","1034","Hoe Avenue","West Bronx","Bronx","Bronx County","New York","United States","10459","3604",NA
"98713","12/22/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",48,40.851887793,-73.885130249,"(40.851887793, -73.885130249)",6481,"704 E 183rd St, Bronx, NY 10458, USA","704","East 183rd Street","West Bronx","Bronx","Bronx County","New York","United States","10458","8705",NA
"71309","09/17/2015","PETIT LARCENY","MISDEMEANOR","BRONX",40,40.805568769,-73.9144977,"(40.805568769, -73.9144977)",6482,"245 Cypress Ave, Bronx, NY 10454, USA","245","Cypress Avenue","West Bronx","Bronx","Bronx County","New York","United States","10454",NA,NA
"55179","10/21/2015","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","BRONX",41,40.791151867,-73.884371919,"(40.791151867, -73.884371919)",6483,"15-0 Hazen St, East Elmhurst, NY 11370, USA","15-0","Hazen Street","East Elmhurst","Bronx","Bronx County","New York","United States","11370",NA,NA
"87650","11/11/2015","PETIT LARCENY","MISDEMEANOR","BRONX",50,40.906900358,-73.897530643,"(40.906900358, -73.897530643)",6484,"5924 Post Rd, Bronx, NY 10471, USA","5924","Post Road","West Bronx","Bronx","Bronx County","New York","United States","10471","1906",NA
"70304","09/11/2015","GRAND LARCENY","FELONY","BRONX",44,40.822066024,-73.920387486,"(40.822066024, -73.920387486)",6485,"300-310 Rev. Grady H. Donald Blvd, Bronx, NY 10451, USA","300-310","Rev. Grady H. Donald Boulevard","West Bronx","Bronx","Bronx County","New York","United States","10451",NA,NA
"3055","01/14/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",46,40.860716972,-73.899246702,"(40.860716972, -73.899246702)",6486,"2390-2414 Creston Ave, Bronx, NY 10468, USA","2390-2414","Creston Avenue","West Bronx","Bronx","Bronx County","New York","United States","10468",NA,NA
"24800","04/14/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",45,40.830798914,-73.826948796,"(40.830798914, -73.826948796)",6487,"2877 Barkley Ave, Bronx, NY 10465, USA","2877","Barkley Avenue","East Bronx","Bronx","Bronx County","New York","United States","10465","1949",NA
"34486","05/17/2015","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","BRONX",45,40.877210342,-73.829572602,"(40.877210342, -73.829572602)",6488,"150-169 Dreiser Loop, Bronx, NY 10475, USA","150-169","Dreiser Loop","East Bronx","Bronx","Bronx County","New York","United States","10475",NA,NA
"73688","09/22/2015","VEHICLE AND TRAFFIC LAWS","MISDEMEANOR","BRONX",46,40.859091175,-73.898182716,"(40.859091175, -73.898182716)",6489,"227-257 E 184th St, Bronx, NY 10458, USA","227-257","East 184th Street","West Bronx","Bronx","Bronx County","New York","United States","10458","7104",NA
"37824","05/28/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",45,40.835958046,-73.847689596,"(40.835958046, -73.847689596)",6490,"2321 Westchester Ave, Bronx, NY 10462, USA","2321","Westchester Avenue","East Bronx","Bronx","Bronx County","New York","United States","10462",NA,NA
"13192","03/23/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",46,40.855955136,-73.906013799,"(40.855955136, -73.906013799)",6491,"1-9 W 181st St, Bronx, NY 10453, USA","1-9","West 181st Street","West Bronx","Bronx","Bronx County","New York","United States","10453","3101",NA
"14570","03/05/2015","FELONY ASSAULT","FELONY","BRONX",48,40.854753119,-73.893562353,"(40.854753119, -73.893562353)",6492,"2200-2244 Washington Ave, Bronx, NY 10457, USA","2200-2244","Washington Avenue","West Bronx","Bronx","Bronx County","New York","United States","10457",NA,NA
"95155","12/08/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",42,40.835494793,-73.907820691,"(40.835494793, -73.907820691)",6493,"1357 Webster Ave, Bronx, NY 10456, USA","1357","Webster Avenue","West Bronx","Bronx","Bronx County","New York","United States","10456","1839",NA
"31568","05/07/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",45,40.844222848,-73.845975577,"(40.844222848, -73.845975577)",6494,"1484-1488 Williamsbridge Rd, Bronx, NY 10461, USA","1484-1488","Williamsbridge Road","East Bronx","Bronx","Bronx County","New York","United States","10461","2505",NA
"21741","04/02/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",47,40.88428063,-73.84718108,"(40.88428063, -73.84718108)",6495,"1141 226th Dr S, Bronx, NY 10466, USA","1141","226th Drive South","East Bronx","Bronx","Bronx County","New York","United States","10466",NA,NA
"16099","03/11/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",52,40.870239515,-73.883041221,"(40.870239515, -73.883041221)",6496,"326E E 201st St, Bronx, NY 10458, USA","326E","East 201st Street","West Bronx","Bronx","Bronx County","New York","United States","10458",NA,NA
