"","RPT_DT","OFNS_DESC","LAW_CAT_CD","BORO_NM","ADDR_PCT_CD","Latitude","Longitude","Lat_Lon","id","address","street_number","route","neighborhood","political","administrative_area_level_2","administrative_area_level_1","country","postal_code","postal_code_suffix","locality","X[[i]]"
"38976","06/01/2015","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","BRONX",50,40.870265001,-73.898357239,"(40.870265001, -73.898357239)",1532,"2765 Reservoir Ave, Bronx, NY 10468, USA","2765","Reservoir Avenue","West Bronx","Bronx","Bronx County","New York","United States","10468","2701",NA,NA
"6959","04/09/2015","PETIT LARCENY","MISDEMEANOR","BRONX",50,40.877075659,-73.90609966,"(40.877075659, -73.90609966)",1533,"199 W 230th St, Bronx, NY 10463, USA","199","West 230th Street","West Bronx","Bronx","Bronx County","New York","United States","10463",NA,NA,NA
"92240","11/27/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",44,40.836689799,-73.928671032,"(40.836689799, -73.928671032)",1534,"1118-1158 University Ave, Bronx, NY 10452, USA","1118-1158","University Avenue","West Bronx","Bronx","Bronx County","New York","United States","10452",NA,NA,NA
"44164","06/19/2015","HARRASSMENT 2","VIOLATION","BRONX",46,40.851525886,-73.900312493,"(40.851525886, -73.900312493)",1535,"2039 Valentine Ave, Bronx, NY 10457, USA","2039","Valentine Avenue","West Bronx","Bronx","Bronx County","New York","United States","10457","3808",NA,NA
"33118","05/13/2015","DANGEROUS DRUGS","FELONY","BRONX",45,40.830732869,-73.823216175,"(40.830732869, -73.823216175)",1536,"900 Logan Ave, Bronx, NY 10465, USA","900","Logan Avenue","East Bronx","Bronx","Bronx County","New York","United States","10465","2122",NA,NA
"93580","12/02/2015","HARRASSMENT 2","VIOLATION","BRONX",44,40.832236689,-73.918590187,"(40.832236689, -73.918590187)",1537,"1112-1126 Carroll Pl, Bronx, NY 10456, USA","1112-1126","Carroll Place","West Bronx","Bronx","Bronx County","New York","United States","10456",NA,NA,NA
"49501","07/07/2015","GRAND LARCENY","FELONY","BRONX",50,40.889398276,-73.898389469,"(40.889398276, -73.898389469)",1538,"5959-5969 Broadway, Bronx, NY 10471, USA","5959-5969","Broadway",NA,"Bronx","Bronx County","New York","United States","10471",NA,NA,NA
"56289","07/29/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",45,40.840082661,-73.818738815,"(40.840082661, -73.818738815)",1539,"3291 Polo Pl, Bronx, NY 10465, USA","3291","Polo Place","East Bronx","Bronx","Bronx County","New York","United States","10465","1309",NA,NA
"89917","11/18/2015","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","BRONX",47,40.903489346,-73.850342019,"(40.903489346, -73.850342019)",1540,"4701 White Plains Rd, Bronx, NY 10470, USA","4701","White Plains Road","East Bronx","Bronx","Bronx County","New York","United States","10470",NA,NA,NA
"87081","12/06/2015","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","BRONX",41,40.791151867,-73.884371919,"(40.791151867, -73.884371919)",1541,"15-0 Hazen St, East Elmhurst, NY 11370, USA","15-0","Hazen Street","East Elmhurst","Bronx","Bronx County","New York","United States","11370",NA,NA,NA
"89213","11/18/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",48,40.8441566,-73.900605449,"(40.8441566, -73.900605449)",1542,"446-460 Cross Bronx Expy, Bronx, NY 10457, USA","446-460","Cross Bronx Expressway","West Bronx","Bronx","Bronx County","New York","United States","10457",NA,NA,NA
"1043","01/05/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",40,40.808513327,-73.921465721,"(40.808513327, -73.921465721)",1543,"440 E 138th St, Bronx, NY 10454, USA","440","East 138th Street","West Bronx","Bronx","Bronx County","New York","United States","10454",NA,NA,NA
"1452","01/07/2015","PETIT LARCENY","MISDEMEANOR","BRONX",50,40.882044109,-73.903449105,"(40.882044109, -73.903449105)",1544,"201-227 W 234th St, Bronx, NY 10463, USA","201-227","West 234th Street","West Bronx","Bronx","Bronx County","New York","United States","10463",NA,NA,NA
"3200","01/15/2015","PETIT LARCENY","MISDEMEANOR","BRONX",45,40.868467378,-73.821582846,"(40.868467378, -73.821582846)",1545,"2270 Bartow Ave, Bronx, NY 10475, USA","2270","Bartow Avenue","East Bronx","Bronx","Bronx County","New York","United States","10475","4618",NA,NA
"81542","10/19/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",40,40.809854883,-73.924657507,"(40.809854883, -73.924657507)",1546,"330 E 138th St, Bronx, NY 10454, USA","330","East 138th Street","West Bronx","Bronx","Bronx County","New York","United States","10454",NA,NA,NA
"58468","08/05/2015","MISCELLANEOUS PENAL LAW","FELONY","BRONX",43,40.823387291,-73.87017045,"(40.823387291, -73.87017045)",1547,"926 Fteley Ave, Bronx, NY 10473, USA","926","Fteley Avenue","East Bronx","Bronx","Bronx County","New York","United States","10473","4006",NA,NA
"26989","04/21/2015","PETIT LARCENY","MISDEMEANOR","BRONX",46,40.850998555,-73.909899314,"(40.850998555, -73.909899314)",1548,"1940 Jerome Ave, Bronx, NY 10453, USA","1940","Jerome Avenue","West Bronx","Bronx","Bronx County","New York","United States","10453","5710",NA,NA
"9212","02/10/2015","ROBBERY","FELONY","BRONX",44,40.844073553,-73.92099003,"(40.844073553, -73.92099003)",1549,"120-198 W 172nd St, Bronx, NY 10452, USA","120-198","West 172nd Street","West Bronx","Bronx","Bronx County","New York","United States","10452","1711",NA,NA
"71447","09/15/2015","FELONY ASSAULT","FELONY","BRONX",42,40.839146277,-73.905683374,"(40.839146277, -73.905683374)",1550,"1537-1583 Webster Ave, Bronx, NY 10456, USA","1537-1583","Webster Avenue","West Bronx","Bronx","Bronx County","New York","United States","10456",NA,NA,NA
"87570","11/10/2015","PETIT LARCENY","MISDEMEANOR","BRONX",46,40.857795307,-73.897765359,"(40.857795307, -73.897765359)",1551,"2335 Valentine Ave, Bronx, NY 10458, USA","2335","Valentine Avenue","West Bronx","Bronx","Bronx County","New York","United States","10458",NA,NA,NA
"61487","08/14/2015","FELONY ASSAULT","FELONY","BRONX",44,40.833336302,-73.917161436,"(40.833336302, -73.917161436)",1552,"1174 Sheridan Ave, Bronx, NY 10456, USA","1174","Sheridan Avenue","West Bronx","Bronx","Bronx County","New York","United States","10456",NA,NA,NA
"8332","02/09/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",43,40.827697536,-73.876102433,"(40.827697536, -73.876102433)",1553,"1144 Manor Ave, Bronx, NY 10472, USA","1144","Manor Avenue","East Bronx","Bronx","Bronx County","New York","United States","10472","3953",NA,NA
"43454","06/17/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",52,40.861186817,-73.90635708,"(40.861186817, -73.90635708)",1554,"2305 University Ave, Bronx, NY 10468, USA","2305","University Avenue","West Bronx","Bronx","Bronx County","New York","United States","10468",NA,NA,NA
"76727","10/05/2015","BURGLARY","FELONY","BRONX",42,40.824748947,-73.91095017,"(40.824748947, -73.91095017)",1555,"445-479 E 163rd St, Bronx, NY 10451, USA","445-479","East 163rd Street","Morrisania","Bronx","Bronx County","New York","United States","10451",NA,NA,NA
"21027","05/02/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",45,40.839101082,-73.850042342,"(40.839101082, -73.850042342)",1556,"1608 Zerega Ave, Bronx, NY 10462, USA","1608","Zerega Avenue","East Bronx","Bronx","Bronx County","New York","United States","10462","5406",NA,NA
"32943","05/12/2015","PETIT LARCENY","MISDEMEANOR","BRONX",44,40.826023516,-73.919822692,"(40.826023516, -73.919822692)",1557,"265 E 161st St, Bronx, NY 10456, USA","265","East 161st Street","Fleetwood - Concourse Village","Bronx","Bronx County","New York","United States","10456",NA,NA,NA
"91641","11/24/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",42,40.832509874,-73.909497941,"(40.832509874, -73.909497941)",1558,"1225-1227 Webster Ave, Bronx, NY 10456, USA","1225-1227","Webster Avenue","West Bronx","Bronx","Bronx County","New York","United States","10456","3373",NA,NA
"73363","09/21/2015","VEHICLE AND TRAFFIC LAWS","MISDEMEANOR","BRONX",45,40.83616097,-73.828033457,"(40.83616097, -73.828033457)",1559,"2951 Baisley Ave, Bronx, NY 10461, USA","2951","Baisley Avenue","East Bronx","Bronx","Bronx County","New York","United States","10461",NA,NA,NA
"19630","03/25/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",50,40.881978617,-73.907260808,"(40.881978617, -73.907260808)",1560,"3212A Tibbett Ave, Bronx, NY 10463, USA","3212A","Tibbett Avenue","West Bronx","Bronx","Bronx County","New York","United States","10463","3801",NA,NA
"66462","08/30/2015","PETIT LARCENY","MISDEMEANOR","BRONX",42,40.824722374,-73.905161836,"(40.824722374, -73.905161836)",1561,"1000 Trinity Ave, Bronx, NY 10456, USA","1000","Trinity Avenue","West Bronx","Bronx","Bronx County","New York","United States","10456",NA,NA,NA
"28914","04/28/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",46,40.851664376,-73.915649365,"(40.851664376, -73.915649365)",1562,"1813 Andrews Ave S, Bronx, NY 10453, USA","1813","Andrews Avenue South","West Bronx","Bronx","Bronx County","New York","United States","10453",NA,NA,NA
"94370","12/06/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",49,40.856688691,-73.865214414,"(40.856688691, -73.865214414)",1563,"758 Pelham Pkwy S, Bronx, NY 10462, USA","758","Pelham Parkway South","East Bronx","Bronx","Bronx County","New York","United States","10462",NA,NA,NA
"80418","10/15/2015","GRAND LARCENY","FELONY","BRONX",41,40.820315396,-73.890824603,"(40.820315396, -73.890824603)",1564,"999 Bruckner Blvd, Bronx, NY 10459, USA","999","Bruckner Boulevard","West Bronx","Bronx","Bronx County","New York","United States","10459",NA,NA,NA
"30582","05/04/2015","OTHER OFFENSES RELATED TO THEF","MISDEMEANOR","BRONX",47,40.892617496,-73.861202751,"(40.892617496, -73.861202751)",1565,"4130 Carpenter Ave, Bronx, NY 10466, USA","4130","Carpenter Avenue","East Bronx","Bronx","Bronx County","New York","United States","10466",NA,NA,NA
"72613","09/19/2015","DANGEROUS WEAPONS","MISDEMEANOR","BRONX",52,40.876608678,-73.876546466,"(40.876608678, -73.876546466)",1566,"3341 Reservoir Oval E, Bronx, NY 10467, USA","3341","Reservoir Oval East","West Bronx","Bronx","Bronx County","New York","United States","10467",NA,NA,NA
"7079","02/01/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",42,40.823046444,-73.909948,"(40.823046444, -73.909948)",1567,"505 E 161st St, Bronx, NY 10451, USA","505","East 161st Street","Morrisania","Bronx","Bronx County","New York","United States","10451",NA,NA,NA
"37662","05/28/2015","OFFENSES AGAINST THE PERSON","MISDEMEANOR","BRONX",43,40.827697536,-73.876102433,"(40.827697536, -73.876102433)",1568,"1144 Manor Ave, Bronx, NY 10472, USA","1144","Manor Avenue","East Bronx","Bronx","Bronx County","New York","United States","10472","3953",NA,NA
"100308","12/29/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",43,40.840060061,-73.857380316,"(40.840060061, -73.857380316)",1569,"1507 Metropolitan Ave, Bronx, NY 10462, USA","1507","Metropolitan Avenue","East Bronx","Bronx","Bronx County","New York","United States","10462",NA,NA,NA
"56638","07/30/2015","PETIT LARCENY","MISDEMEANOR","BRONX",45,40.869224551,-73.824928896,"(40.869224551, -73.824928896)",1570,"2134 Bartow Ave, Bronx, NY 10475, USA","2134","Bartow Avenue","East Bronx","Bronx","Bronx County","New York","United States","10475",NA,NA,NA
"97118","12/15/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",43,40.817941833,-73.847785022,"(40.817941833, -73.847785022)",1571,"515-575 Castle Hill Ave, Bronx, NY 10473, USA","515-575","Castle Hill Avenue","East Bronx","Bronx","Bronx County","New York","United States","10473",NA,NA,NA
"83976","10/29/2015","DANGEROUS WEAPONS","FELONY","BRONX",42,40.842496071,-73.903867921,"(40.842496071, -73.903867921)",1572,"1665 Webster Ave, Bronx, NY 10457, USA","1665","Webster Avenue","West Bronx","Bronx","Bronx County","New York","United States","10457","8021",NA,NA
"27036","05/07/2015","GRAND LARCENY","FELONY","BRONX",49,40.856196893,-73.855726227,"(40.856196893, -73.855726227)",1573,"2130-2136 Judge Benjamin F. Nolan Way, Bronx, NY 10461, USA","2130-2136","Judge Benjamin F. Nolan Way","East Bronx","Bronx","Bronx County","New York","United States","10461",NA,NA,NA
"85488","11/02/2015","HARRASSMENT 2","VIOLATION","BRONX",52,40.87116005,-73.878751336,"(40.87116005, -73.878751336)",1574,"3079 Decatur Ave, Bronx, NY 10467, USA","3079","Decatur Avenue","West Bronx","Bronx","Bronx County","New York","United States","10467","4724",NA,NA
"72983","09/20/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",43,40.816459112,-73.853706129,"(40.816459112, -73.853706129)",1575,"508 Pugsley Ave, Bronx, NY 10473, USA","508","Pugsley Avenue","East Bronx","Bronx","Bronx County","New York","United States","10473","1820",NA,NA
"28209","04/27/2015","HARRASSMENT 2","VIOLATION","BRONX",45,40.840530568,-73.831762732,"(40.840530568, -73.831762732)",1576,"2921 Harrington Ave, Bronx, NY 10461, USA","2921","Harrington Avenue","East Bronx","Bronx","Bronx County","New York","United States","10461",NA,NA,NA
"52380","07/18/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",44,40.840297157,-73.921464342,"(40.840297157, -73.921464342)",1577,"1340 Edward L Grant Hwy, Bronx, NY 10452, USA","1340","Edward L Grant Highway","West Bronx","Bronx","Bronx County","New York","United States","10452","3144",NA,NA
"5061","01/27/2015","HARRASSMENT 2","VIOLATION","BRONX",49,40.853408341,-73.864848739,"(40.853408341, -73.864848739)",1578,"2107 Wallace Ave, Bronx, NY 10462, USA","2107","Wallace Avenue","East Bronx","Bronx","Bronx County","New York","United States","10462",NA,NA,NA
"51890","07/15/2015","DANGEROUS DRUGS","FELONY","BRONX",40,40.812975208,-73.916092168,"(40.812975208, -73.916092168)",1579,"511 E 146th St, Bronx, NY 10455, USA","511","East 146th Street","West Bronx","Bronx","Bronx County","New York","United States","10455",NA,NA,NA
"88541","11/13/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",44,40.832844936,-73.913342415,"(40.832844936, -73.913342415)",1580,"1210 College Ave, Bronx, NY 10456, USA","1210","College Avenue","Fleetwood - Concourse Village","Bronx","Bronx County","New York","United States","10456",NA,NA,NA
"91446","11/25/2015","HARRASSMENT 2","VIOLATION","BRONX",52,40.86226749,-73.895885781,"(40.86226749, -73.895885781)",1581,"243-259 E Fordham Rd, Bronx, NY 10458, USA","243-259","East Fordham Road","West Bronx","Bronx","Bronx County","New York","United States","10458",NA,NA,NA
"17488","03/16/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",44,40.835405549,-73.924783966,"(40.835405549, -73.924783966)",1582,"1115 Anderson Ave, Bronx, NY 10452, USA","1115","Anderson Avenue","West Bronx","Bronx","Bronx County","New York","United States","10452",NA,NA,NA
"20470","03/28/2015","HARRASSMENT 2","VIOLATION","BRONX",43,40.829926176,-73.850565296,"(40.829926176, -73.850565296)",1583,"1090-1128 Castle Hill Ave, Bronx, NY 10472, USA","1090-1128","Castle Hill Avenue","East Bronx","Bronx","Bronx County","New York","United States","10472",NA,NA,NA
"56333","07/29/2015","OFF. AGNST PUB ORD SENSBLTY &","MISDEMEANOR","BRONX",44,40.83203302,-73.92590077,"(40.83203302, -73.92590077)",1584,"1005 Jerome Ave, Bronx, NY 10452, USA","1005","Jerome Avenue","West Bronx","Bronx","Bronx County","New York","United States","10452",NA,NA,NA
"6967","03/23/2015","FORGERY","FELONY","BRONX",46,40.857475997,-73.896728346,"(40.857475997, -73.896728346)",1585,"2337 Tiebout Ave, Bronx, NY 10458, USA","2337","Tiebout Avenue","West Bronx","Bronx","Bronx County","New York","United States","10458",NA,NA,NA
"48538","07/04/2015","CRIMINAL TRESPASS","MISDEMEANOR","BRONX",44,40.821139075,-73.925645538,"(40.821139075, -73.925645538)",1586,"650 Grand Concourse, Bronx, NY 10451, USA","650","Grand Concourse","West Bronx","Bronx","Bronx County","New York","United States","10451","5217",NA,NA
"35544","05/20/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",43,40.829761737,-73.873731753,"(40.829761737, -73.873731753)",1587,"1642 Westchester Ave, Bronx, NY 10472, USA","1642","Westchester Avenue","East Bronx","Bronx","Bronx County","New York","United States","10472",NA,NA,NA
"29230","04/29/2015","INTOXICATED & IMPAIRED DRIVING","MISDEMEANOR","BRONX",44,40.836819495,-73.921298596,"(40.836819495, -73.921298596)",1588,"1236 Jerome Ave, Bronx, NY 10452, USA","1236","Jerome Avenue","West Bronx","Bronx","Bronx County","New York","United States","10452",NA,NA,NA
"78337","10/08/2015","BURGLARY","FELONY","BRONX",40,40.813298948,-73.915903906,"(40.813298948, -73.915903906)",1589,"468-488 Brook Ave, Bronx, NY 10455, USA","468-488","Brook Avenue","West Bronx","Bronx","Bronx County","New York","United States","10455",NA,NA,NA
"9922","03/02/2015","PETIT LARCENY","MISDEMEANOR","BRONX",40,40.818841089,-73.905954215,"(40.818841089, -73.905954215)",1590,"767 Forest Ave, Bronx, NY 10456, USA","767","Forest Avenue","West Bronx","Bronx","Bronx County","New York","United States","10456","7868",NA,NA
"26021","04/18/2015","BURGLARY","FELONY","BRONX",52,40.873596612,-73.878059876,"(40.873596612, -73.878059876)",1591,"3136-3142 Perry Ave, Bronx, NY 10467, USA","3136-3142","Perry Avenue","West Bronx","Bronx","Bronx County","New York","United States","10467",NA,NA,NA
"87905","11/11/2015","PETIT LARCENY","MISDEMEANOR","BRONX",40,40.815079394,-73.918502792,"(40.815079394, -73.918502792)",1592,"Willis Ave, Bronx, NY 10455, USA",NA,"Willis Avenue","West Bronx","Bronx","Bronx County","New York","United States","10455",NA,NA,NA
"26901","04/21/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",40,40.810684318,-73.917413602,"(40.810684318, -73.917413602)",1593,"370-378 Brook Ave, Bronx, NY 10454, USA","370-378","Brook Avenue","West Bronx","Bronx","Bronx County","New York","United States","10454",NA,NA,NA
"39999","06/05/2015","DANGEROUS DRUGS","FELONY","BRONX",40,40.808373589,-73.914107578,"(40.808373589, -73.914107578)",1594,"320-328 Beekman Ave, Bronx, NY 10454, USA","320-328","Beekman Avenue","West Bronx","Bronx","Bronx County","New York","United States","10454",NA,NA,NA
"78346","10/08/2015","BURGLARY","FELONY","BRONX",49,40.866966017,-73.842307387,"(40.866966017, -73.842307387)",1595,"1501-1549 Schorr Pl, Bronx, NY 10469, USA","1501-1549","Schorr Place","East Bronx","Bronx","Bronx County","New York","United States","10469",NA,NA,NA
"45910","06/25/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",44,40.839592232,-73.926329648,"(40.839592232, -73.926329648)",1596,"1248-1272 Merriam Ave, Bronx, NY 10452, USA","1248-1272","Merriam Avenue","West Bronx","Bronx","Bronx County","New York","United States","10452",NA,NA,NA
"47021","06/29/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",44,40.833154599,-73.909139311,"(40.833154599, -73.909139311)",1597,"1238-1298 Webster Ave, Bronx, NY 10456, USA","1238-1298","Webster Avenue","West Bronx","Bronx","Bronx County","New York","United States","10456",NA,NA,NA
"23312","04/08/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",40,40.811965743,-73.920811394,"(40.811965743, -73.920811394)",1598,"368 Willis Ave, Bronx, NY 10454, USA","368","Willis Avenue","West Bronx","Bronx","Bronx County","New York","United States","10454","2115",NA,NA
"40348","06/06/2015","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","BRONX",41,40.791151867,-73.884371919,"(40.791151867, -73.884371919)",1599,"15-0 Hazen St, East Elmhurst, NY 11370, USA","15-0","Hazen Street","East Elmhurst","Bronx","Bronx County","New York","United States","11370",NA,NA,NA
"34973","05/20/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",48,40.841864825,-73.880423866,"(40.841864825, -73.880423866)",1600,"Julio Torres Pl, Bronx, NY 10460, USA",NA,"Julio Torres Place","West Bronx","Bronx","Bronx County","New York","United States","10460",NA,NA,NA
"59253","08/07/2015","HARRASSMENT 2","VIOLATION","BRONX",48,40.840134634,-73.882096668,"(40.840134634, -73.882096668)",1601,"1932 Bryant Ave, Bronx, NY 10460, USA","1932","Bryant Avenue","West Bronx","Bronx","Bronx County","New York","United States","10460",NA,NA,NA
"8917","02/09/2015","PETIT LARCENY","MISDEMEANOR","BRONX",41,40.819885621,-73.901226998,"(40.819885621, -73.901226998)",1602,"841-855 Westchester Ave, Bronx, NY 10455, USA","841-855","Westchester Avenue","West Bronx","Bronx","Bronx County","New York","United States","10455",NA,NA,NA
"3059","01/14/2015","GRAND LARCENY","FELONY","BRONX",43,40.831423203,-73.849344157,"(40.831423203, -73.849344157)",1603,"2241 Powell Ave, Bronx, NY 10462, USA","2241","Powell Avenue","East Bronx","Bronx","Bronx County","New York","United States","10462","5103",NA,NA
"5098","01/24/2015","GRAND LARCENY","FELONY","BRONX",48,40.843774759,-73.885455084,"(40.843774759, -73.885455084)",1604,"2001 La 65 de Infantería, Bronx, NY 10460, USA","2001","La 65 de Infantería","West Bronx","Bronx","Bronx County","New York","United States","10460","1401",NA,NA
"77341","10/05/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",45,40.822154446,-73.826057166,"(40.822154446, -73.826057166)",1605,"2749 Schley Ave, Bronx, NY 10465, USA","2749","Schley Avenue","East Bronx","Bronx","Bronx County","New York","United States","10465",NA,NA,NA
"17883","03/18/2015","HARRASSMENT 2","VIOLATION","BRONX",43,40.84057333,-73.864209824,"(40.84057333, -73.864209824)",1606,"1585-1595 White Plains Rd, Bronx, NY 10462, USA","1585-1595","White Plains Road","East Bronx","Bronx","Bronx County","New York","United States","10462","3804",NA,NA
"75676","09/29/2015","FELONY ASSAULT","FELONY","BRONX",48,40.856122494,-73.893310732,"(40.856122494, -73.893310732)",1607,"457 E 184th St, Bronx, NY 10458, USA","457","East 184th Street","West Bronx","Bronx","Bronx County","New York","United States","10458","7701",NA,NA
"82596","10/25/2015","CRIMINAL MISCHIEF & RELATED OF","FELONY","BRONX",50,40.88110384,-73.898405762,"(40.88110384, -73.898405762)",1608,"3455-3463 Cannon Pl, Bronx, NY 10463, USA","3455-3463","Cannon Place","West Bronx","Bronx","Bronx County","New York","United States","10463","4301",NA,NA
"58548","08/05/2015","PETIT LARCENY","MISDEMEANOR","BRONX",48,40.843570803,-73.887381825,"(40.843570803, -73.887381825)",1609,"809-817 E Tremont Ave, Bronx, NY 10460, USA","809-817","East Tremont Avenue","West Bronx","Bronx","Bronx County","New York","United States","10460","4108",NA,NA
"95140","12/08/2015","DANGEROUS DRUGS","MISDEMEANOR","BRONX",48,40.845495114,-73.893443435,"(40.845495114, -73.893443435)",1610,"2086 Arthur Ave, Bronx, NY 10457, USA","2086","Arthur Avenue","West Bronx","Bronx","Bronx County","New York","United States","10457",NA,NA,NA
"32171","07/08/2015","FORGERY","FELONY","BRONX",42,40.829349265,-73.891886594,"(40.829349265, -73.891886594)",1611,"1226-1228 La 65 de Infantería, Bronx, NY 10459, USA","1226-1228","La 65 de Infantería","West Bronx","Bronx","Bronx County","New York","United States","10459",NA,NA,NA
"35776","05/21/2015","PETIT LARCENY","MISDEMEANOR","BRONX",52,40.886055507,-73.878756719,"(40.886055507, -73.878756719)",1612,"3660 Jerome Ave, Bronx, NY 10467, USA","3660","Jerome Avenue","West Bronx","Bronx","Bronx County","New York","United States","10467","1052",NA,NA
"89184","12/02/2015","PETIT LARCENY","MISDEMEANOR","BRONX",40,40.815165531,-73.91244781,"(40.815165531, -73.91244781)",1613,"610-626 St Ann's Ave, Bronx, NY 10455, USA","610-626","Saint Ann's Avenue","West Bronx","Bronx","Bronx County","New York","United States","10455",NA,NA,NA
"44105","06/19/2015","GRAND LARCENY","FELONY","BRONX",49,40.844988045,-73.845543701,"(40.844988045, -73.845543701)",1614,"1500 Jarrett Pl, Bronx, NY 10461, USA","1500","Jarrett Place","East Bronx","Bronx","Bronx County","New York","United States","10461","2607",NA,NA
"72538","09/21/2015","GRAND LARCENY","FELONY","BRONX",44,40.821535676,-73.927787627,"(40.821535676, -73.927787627)",1615,"151-159 E 151st St, Bronx, NY 10451, USA","151-159","East 151st Street","West Bronx","Bronx","Bronx County","New York","United States","10451","5248",NA,NA
"46855","06/28/2015","FELONY ASSAULT","FELONY","BRONX",46,40.857795307,-73.897765359,"(40.857795307, -73.897765359)",1616,"2335 Valentine Ave, Bronx, NY 10458, USA","2335","Valentine Avenue","West Bronx","Bronx","Bronx County","New York","United States","10458",NA,NA,NA
"68679","09/06/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",43,40.832676612,-73.859481219,"(40.832676612, -73.859481219)",1617,"1908 Cross Bronx Expy, Bronx, NY 10472, USA","1908","Cross Bronx Expressway","East Bronx","Bronx","Bronx County","New York","United States","10472",NA,NA,NA
"97655","12/17/2015","MISCELLANEOUS PENAL LAW","VIOLATION","BRONX",47,40.887810644,-73.860453292,"(40.887810644, -73.860453292)",1618,"700-708 E 225th St, Bronx, NY 10466, USA","700-708","East 225th Street","East Bronx","Bronx","Bronx County","New York","United States","10466",NA,NA,NA
"17212","03/15/2015","HARRASSMENT 2","VIOLATION","BRONX",48,40.843654234,-73.882961464,"(40.843654234, -73.882961464)",1619,"901 E 179th St, Bronx, NY 10460, USA","901","East 179th Street","West Bronx","Bronx","Bronx County","New York","United States","10460",NA,NA,NA
"58161","08/04/2015","VEHICLE AND TRAFFIC LAWS","MISDEMEANOR","BRONX",48,40.8441566,-73.900605449,"(40.8441566, -73.900605449)",1620,"446-460 Cross Bronx Expy, Bronx, NY 10457, USA","446-460","Cross Bronx Expressway","West Bronx","Bronx","Bronx County","New York","United States","10457",NA,NA,NA
"22626","04/05/2015","POSSESSION OF STOLEN PROPERTY","MISDEMEANOR","BRONX",41,40.815491152,-73.894828178,"(40.815491152, -73.894828178)",1621,"1077 Longwood Ave, Bronx, NY 10474, USA","1077","Longwood Avenue","West Bronx","Bronx","Bronx County","New York","United States","10474",NA,NA,NA
"65387","08/28/2015","OFFENSES AGAINST PUBLIC ADMINI","MISDEMEANOR","BRONX",42,40.822070469,-73.907922388,"(40.822070469, -73.907922388)",1622,"611 E 161st St, Bronx, NY 10456, USA","611","East 161st Street","Morrisania","Bronx","Bronx County","New York","United States","10456","7503",NA,NA
"28916","04/28/2015","HARRASSMENT 2","VIOLATION","BRONX",42,40.829007762,-73.902926231,"(40.829007762, -73.902926231)",1623,"1185 Boston Rd, Bronx, NY 10456, USA","1185","Boston Road","West Bronx","Bronx","Bronx County","New York","United States","10456",NA,NA,NA
"93742","12/05/2015","CRIMINAL MISCHIEF & RELATED OF","MISDEMEANOR","BRONX",43,40.833897518,-73.85465433,"(40.833897518, -73.85465433)",1624,"2099 Westchester Ave, Bronx, NY 10462, USA","2099","Westchester Avenue","East Bronx","Bronx","Bronx County","New York","United States","10462",NA,NA,NA
"41107","06/09/2015","ASSAULT 3 & RELATED OFFENSES","MISDEMEANOR","BRONX",50,40.871616129,-73.899197646,"(40.871616129, -73.899197646)",1625,"2787-2791 University Ave, Bronx, NY 10468, USA","2787-2791","University Avenue","West Bronx","Bronx","Bronx County","New York","United States","10468",NA,NA,NA
